Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
@habitatstl,@habitatstl,"<[2021-11-22T19:40:38.103Z, 2021-11-22T19:43:39.400Z]>",User,,,,,,,Tue Nov 17 07:23:57 EST 2009,,,,Habitat for Humanity Saint Louis believes in a world where everyone has a decent place to live.,,http://pbs.twimg.com/profile_images/459336687248633856/539jM5Ke_bigger.jpeg,812,3977,Habitat for Humanity,"St. Louis, MO",,,,0,0,0,0,0
@tweetandearn13,@tweetandearn13,<[2021-11-22T19:40:49.997Z]>,User,,,,,,,Mon Jan 23 16:05:01 EST 2017,,,,DigiByte Lover and Hodler 😀,,http://pbs.twimg.com/profile_images/1295079280553140229/w6h1q2uh_bigger.jpg,155,470,Bo13,,,,,0,0,0,0,0
@realclelland,@realclelland,"<[2021-11-22T19:40:49.997Z, 2021-11-22T19:41:24.913Z, 2021-11-22T19:41:24.914Z, 2021-11-22T19:42:29.244Z, 2021-11-22T19:49:12.749Z, 2021-11-22T19:49:12.750Z, 2021-11-22T19:49:56.289Z, 2021-11-22T19:49:56.290Z]>",User,,,,,,,Sat Jan 05 13:14:23 EST 2019,,,,Father Husband Chief Executive Officer for Centric $CNR Futurist @CentricRise $CNS creating stability all opinions are mine,,http://pbs.twimg.com/profile_images/1432455283893174276/4BfsN9gV_bigger.jpg,5136,8399,@RealClelland,"Los Angeles, CA",,,,0,0,0,0,0
@centricrise,@centricrise,"<[2021-11-22T19:40:49.997Z, 2021-11-22T19:49:12.749Z, 2021-11-22T19:49:12.750Z]>",User,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
@astronautbtc,@astronautbtc,"<[2021-11-22T19:40:49.997Z, 2021-11-22T19:49:12.750Z]>",User,,,,,,,Fri Feb 02 07:14:48 EST 2018,,,,"#Bitcoin but also $VRA $RSR $TEL $ETH $DOT $FTM $ERN $CNS $EGLD",,http://pbs.twimg.com/profile_images/1434017335204098048/kAy1kwxV_bigger.jpg,427,6193,Astronaut ,Not financial advice,,,,0,0,0,0,0
@scirens,@scirens,,User,,,,,,,Tue Feb 25 19:36:21 EST 2014,,,,SCREEN SIRENS FOR SCIENCE. Join @tamarakrinsky + @tarynoneill on their quest to champion #STEM knowledge and #ClimateAction through entertainment. #ScirensShow,,http://pbs.twimg.com/profile_images/1460741307693895681/Y6v6Hv2L_bigger.jpg,933,5851,Scirens,Entangled,,,,0,0,0,0,0
@medialab,@medialab,<[2021-11-22T19:40:53.719Z]>,User,,,,,,,Mon Feb 25 22:06:21 EST 2008,,,,News from the MIT Media Lab,,http://pbs.twimg.com/profile_images/1160953974364577796/DI9EUQPs_bigger.jpg,1259,477421,MIT Media Lab,"Cambridge, Massachusetts",,,,0,0,0,0,0
@mitcities,@mitcities,<[2021-11-22T19:40:53.719Z]>,User,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
@1greekgodzeus,@1greekgodzeus,,User,,,,,,,Tue Sep 23 03:46:39 EDT 2008,,,,"Nonprofit CFO, Business Owner, Crypto Investor, Marine Veteran and $VGX Hero #174. Download the app in my Bio and use promo code 128F4D You’ll thank me later!",,http://pbs.twimg.com/profile_images/1414989948353089541/JDOnbabp_bigger.jpg,389,1067,ZEUS 🟣,"Chicago, IL",,,,0,0,0,0,0
@crypto_airborne,@crypto_airborne,,User,,,,,,,Sun Sep 23 20:27:51 EDT 2012,,,,"Ohio Pride! YouTuber! Army Combat Veteran! Crypto Enthusiast! 2500+ followers on TikTok! #Bitcoin #VGXHero (MAJ Winters, #115) $ADA",,http://pbs.twimg.com/profile_images/1422392937770627075/RVWF_Mnz_bigger.jpg,509,944,Crypto Airborne,,,,,0,0,0,0,0
@daviddiazs17,@daviddiazs17,<[2021-11-22T19:41:07.203Z]>,User,,,,,,,Mon May 27 17:52:16 EDT 2019,,,,"Lo único imposible es aquello que no intentas.
• 21 🎂  
• ⚽️🏎️",,http://pbs.twimg.com/profile_images/1274079039909703682/0IXow2Pq_bigger.jpg,546,49,David Díaz Suárez,"Tarragona, España",,,,0,0,0,0,0
@febhood,@febhood,<[2021-11-22T19:41:09.707Z]>,User,,,,,,,Tue May 08 08:21:26 EDT 2018,,,,"Light, Camera $ Action 🎬 | Award Winning Cinematographer. #WiseBlood 
 #SafeMoon #BTC  #BabyDogeCoin #MarsRise $BRISE  #xM",,http://pbs.twimg.com/profile_images/1462154682915295236/Q2hd4Tw0_bigger.jpg,2461,39083,B L E S S I N G,Feb-Filmz,,,,0,0,0,0,0
@xmooneytoken,@xmooneytoken,"<[2021-11-22T19:41:09.707Z, 2021-11-22T19:41:09.708Z, 2021-11-22T19:43:30.309Z, 2021-11-22T19:43:30.310Z, 2021-11-22T19:44:37.260Z, 2021-11-22T19:45:57.836Z, 2021-11-22T19:46:21.819Z, 2021-11-22T19:46:22.566Z, 2021-11-22T19:47:06.807Z, 2021-11-22T19:47:29.179Z, 2021-11-22T19:48:34.096Z]>",User,,,,,,,Mon May 17 17:59:04 EDT 2021,,,,"The Cryptocurrency of the xMooney Mining Network.
Creator/Developer: Jose ""Tech"" Risi (@gggoaaat)",,http://pbs.twimg.com/profile_images/1435842345820381187/yDcvUqio_bigger.jpg,30,3533,xMooney (xM) 21 Billion,xMooney,,,,0,0,0,0,0
@gggoaaat,@gggoaaat,"<[2021-11-22T19:41:09.708Z, 2021-11-22T19:44:37.260Z, 2021-11-22T19:45:57.836Z, 2021-11-22T19:46:21.819Z, 2021-11-22T19:46:22.566Z, 2021-11-22T19:47:06.807Z, 2021-11-22T19:48:34.096Z]>",User,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
@eps_jefferson,@eps_jefferson,<[2021-11-22T19:41:16.606Z]>,User,,,,,,,Wed Jul 31 00:14:44 EDT 2019,,,,"K-5 elementary school in Everett, Washington. Home to the Lighthouse Cooperative parent co-op program.",,http://pbs.twimg.com/profile_images/1156627249497399296/DBdSg1dW_bigger.jpg,154,264,Jefferson Elementary School - EPS,"Everett, WA",,,,0,0,0,0,0
@jfepta,@jfepta,<[2021-11-22T19:41:16.606Z]>,User,,,,,,,Wed May 09 19:07:31 EDT 2018,,,,,,http://pbs.twimg.com/profile_images/1341119600360996865/GR4b6q-C_bigger.jpg,27,43,Jefferson PTA,"Everett, WA",,,,0,0,0,0,0
@scholastic,@scholastic,<[2021-11-22T19:41:16.606Z]>,User,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
@centrician,@centrician,<[2021-11-22T19:41:24.913Z]>,User,,,,,,,Fri Jun 14 10:35:54 EDT 2013,,,,"Take some minutes to visit http://Centric.com and learn what Centric is all about. Trust me, you really want to be a part of this. $CNS $CNR",,http://pbs.twimg.com/profile_images/1449162934588952589/Ogxu-HB4_bigger.jpg,136,186,Proud Centric Investor,"Network Consensus ",,,,0,0,0,0,0
@tommybutcher,@tommybutcher,"<[2021-11-22T19:41:24.913Z, 2021-11-22T19:41:24.914Z, 2021-11-22T19:42:29.244Z, 2021-11-22T19:49:56.289Z, 2021-11-22T19:49:56.290Z]>",User,,,,,,,Sun Aug 23 20:10:09 EDT 2009,,,,"COO @CentricRise $CNS $CNR #CryptoTwitter #BSC - Opinions are mine! Not Financial Advice! 🔥🔥🔥

Father, Husband - If you fall down get back up and keep going!",,http://pbs.twimg.com/profile_images/1395154144063852547/6pdgeOSs_bigger.jpg,1811,7787,Thomas Butcher,Texas,,,,0,0,0,0,0
@fibswap,@fibswap,"<[2021-11-22T19:41:24.913Z, 2021-11-22T19:41:24.914Z, 2021-11-22T19:42:29.244Z, 2021-11-22T19:49:56.289Z, 2021-11-22T19:49:56.290Z]>",User,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
@carlosperezs7,@carlosperezs7,<[2021-11-22T19:41:47.482Z]>,User,,,,,,,Wed Jul 05 15:05:56 EDT 2017,,,,,,http://pbs.twimg.com/profile_images/1277402807818125312/5Ii39zBM_bigger.jpg,141,179,Carlos Perez 🎩,"Tarragona, España",,,,0,0,0,0,0
@txcamo79,@txcamo79,<[2021-11-22T19:41:59.912Z]>,User,,,,,,,Thu Feb 04 13:55:32 EST 2021,,,,💎🙌🏻 ONLY,,http://pbs.twimg.com/profile_images/1457038343661887502/B1Ai-7A6_bigger.jpg,138,119,Melissa,United States,,,,0,0,0,0,0
@zephyre14_,@zephyre14_,<[2021-11-22T19:41:59.912Z]>,User,,,,,,,Wed Nov 10 21:31:15 EST 2021,,,,"IT specialist, gamer dad, general nerd. #Nobility Came for the crypto stayed for the community!",,http://pbs.twimg.com/profile_images/1460686655833219074/dQimj-B9_bigger.jpg,47,38,Zephyre14,,,,,0,0,0,0,0
@mysty310,@mysty310,<[2021-11-22T19:42:13.194Z]>,User,,,,,,,Fri Oct 22 17:23:44 EDT 2021,,,,artistic weeb degen that likes food. I guess I am a vtuber or like art design.,,http://pbs.twimg.com/profile_images/1451662104113528833/4fnKwswd_bigger.jpg,42,28,Mysty,United States,,,,0,0,0,0,0
@nftcommunitty,@nftcommunitty,<[2021-11-22T19:42:13.194Z]>,User,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
@gokupower69,@gokupower69,<[2021-11-22T19:42:16.074Z]>,User,,,,,,,Mon Jul 20 07:50:50 EDT 2015,,,,Stay Strong Just HODL!,,http://pbs.twimg.com/profile_images/1385936828755333126/xJINyRt3_bigger.jpg,47,13,Dave,Republic of Slovenia,,,,0,0,0,0,0
@johelcastillov,@johelcastillov,<[2021-11-22T19:42:17.923Z]>,User,,,,,,,Sun Nov 02 22:33:36 EST 2014,,,,,,http://pbs.twimg.com/profile_images/1461229177072455684/R82RUsfi_bigger.jpg,133,3,Johel Castillo,Peru,,,,0,0,0,0,0
@banburyrufc,@banburyrufc,<[2021-11-22T19:42:28.907Z]>,User,,,,,,,Sat Dec 10 05:34:31 EST 2011,,,,"Home of The Bulls - RUGBY FOR ALL, #ONECLUB http://facebook.com/BanburyRugbyCl…  #COYB",,http://pbs.twimg.com/profile_images/1195064466028797952/TaADapff_bigger.jpg,295,2478,Banbury Rugby Club,Bodicote Park,,,,0,0,0,0,0
@whitleystimpson,@whitleystimpson,<[2021-11-22T19:42:28.907Z]>,User,,,,,,,Mon Jul 11 11:37:19 EDT 2011,,,,"With a track record spanning over 90 years, Whitley Stimpson, Chartered Accountants and Business Advisors will work with you to achieve your aims.",,http://pbs.twimg.com/profile_images/1414592510094159879/x1fuq8h7_bigger.png,2239,1714,Whitley Stimpson,Oxfordshire & Buckinghamshire,,,,0,0,0,0,0
@hermitthefob1,@hermitthefob1,<[2021-11-22T19:42:29.244Z]>,User,,,,,,,Fri Nov 06 18:47:12 EST 2020,,,,hermit man,,http://pbs.twimg.com/profile_images/1441819254483927051/3tRNBwsh_bigger.jpg,150,23,freeblue G,,,,,0,0,0,0,0
@artemhere,@artemhere,<[2021-11-22T19:43:19.517Z]>,User,,,,,,,Fri Nov 01 17:46:36 EDT 2019,,,,Bitcoin ETH Inx limited CVC Loom Golem b20 Hoge Dash,,http://pbs.twimg.com/profile_images/1422404374056382488/mWdeb2Tv_bigger.jpg,117,40,CryptoScienceChairman,,,,,0,0,0,0,0
@hogefinance,@hogefinance,"<[2021-11-22T19:43:19.517Z, 2021-11-22T19:43:23.294Z, 2021-11-22T19:43:41.285Z, 2021-11-22T19:43:44.638Z, 2021-11-22T19:44:07.026Z, 2021-11-22T19:44:13.603Z, 2021-11-22T19:44:24.575Z, 2021-11-22T19:45:32.862Z, 2021-11-22T19:45:56.135Z, 2021-11-22T19:46:02.363Z, 2021-11-22T19:46:02.515Z, 2021-11-22T19:46:08.844Z, 2021-11-22T19:46:23.654Z, 2021-11-22T19:46:33.260Z, 2021-11-22T19:46:39.118Z, 2021-11-22T19:46:56.604Z, 2021-11-22T19:46:57.846Z, 2021-11-22T19:47:27.355Z, 2021-11-22T19:47:34.573Z, 2021-11-22T19:47:46.480Z, 2021-11-22T19:48:02.187Z, 2021-11-22T19:48:23.868Z, 2021-11-22T19:49:12.067Z, 2021-11-22T19:49:44.963Z]>",User,,,,,,,Mon Feb 08 22:54:32 EST 2021,,,,A legally recognized nonprofit DAO-Hybrid through @hogeassociation. Bridging the gap between DeFi and education through @hogeuniversity.,,http://pbs.twimg.com/profile_images/1391790668662677506/aGDRw51w_bigger.jpg,125,68713,HOGE,"Zug, Switzerland",,,,0,0,0,0,0
@krishgamer33,@krishgamer33,<[2021-11-22T19:43:20.909Z]>,User,,,,,,,Wed Apr 29 16:12:51 EDT 2020,,,,Creador de contenido Gamer sigueme en mis redes sociales como Krish Gamer /Youtube/Facebook  ;),,http://pbs.twimg.com/profile_images/1255591070764879872/0b1TyPOs_bigger.jpg,226,19,Krishgamer33,,,,,0,0,0,0,0
@blessed2express,@blessed2express,<[2021-11-22T19:43:23.294Z]>,User,,,,,,,Thu Apr 16 13:09:55 EDT 2020,,,,,,http://pbs.twimg.com/profile_images/1447278211692470274/9x8xt0NA_bigger.jpg,60,118,Blessed,,,,,0,0,0,0,0
@cryptobooty69,@cryptobooty69,<[2021-11-22T19:43:30.309Z]>,User,,,,,,,Fri Feb 26 20:51:04 EST 2021,,,,"#Dogecoin 🐕 #SHIB NFA #Hbar #xMooneyToken #ETH #NFTs #BTC https://www.xmooneytoken.com/",,http://pbs.twimg.com/profile_images/1462868198953349120/8c3JWZk4_bigger.jpg,2232,4971,CryptoBooty69.eth 👽🦁👑 LisaJo,NFTland,,,,0,0,0,0,0
@fernetti_,@fernetti_,"<[2021-11-22T19:43:30.310Z, 2021-11-22T19:47:29.179Z]>",User,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
@marianmme16513,@marianmme16513,<[2021-11-22T19:43:39.400Z]>,User,,,,,,,Fri Jul 06 19:26:30 EDT 2012,,,,"RN. Oh to eat everything in town. Go Cardinals! Oh, joy, thank	God for food trucks ! Enjoy the brew & music.",,http://pbs.twimg.com/profile_images/773251851856842752/r4NobO-0_bigger.jpg,4982,3746,Marian Moore,"Quad Cities        ",,,,0,0,0,0,0
@dennisbrvd,@dennisbrvd,<[2021-11-22T19:43:41.169Z]>,User,,,,,,,Thu Oct 21 19:01:03 EDT 2021,,,,"NFT Collector, working my way into the Crypto / NFT World...",,http://pbs.twimg.com/profile_images/1453131713987678208/khIz4bc-_bigger.jpg,2000,822,Dennis,,,,,0,0,0,0,0
@frysodry1,@frysodry1,"<[2021-11-22T19:43:41.169Z, 2021-11-22T19:43:43.625Z]>",User,,,,,,,Mon Feb 01 20:02:16 EST 2021,,,,"#ufc #crypto #nftcreator nft collection - https://rarible.com/user/0x8182ed4284c12f8a0c799812a6e3c59141ec5eec?tab=onsale",,http://pbs.twimg.com/profile_images/1461439507404894209/kX099tjP_bigger.jpg,134,95,frysodry,"Lisboa, Portugal",,,,0,0,0,0,0
@florinkpo,@florinkpo,<[2021-11-22T19:43:41.285Z]>,User,,,,,,,Tue Feb 02 17:22:02 EST 2021,,,,"All about business , all about crypto ! Co-founder of Hoge Association  @HogeFinance",,http://pbs.twimg.com/profile_images/1415621820980645889/9DdWjhOw_bigger.jpg,277,2096,Florin,,,,,0,0,0,0,0
@pablo35836195,@pablo35836195,<[2021-11-22T19:43:41.479Z]>,User,,,,,,,Thu Oct 28 08:20:21 EDT 2021,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,2,0,pablo,,,,,0,0,0,0,0
@disastrousbat,@disastrousbat,<[2021-11-22T19:43:43.625Z]>,User,,,,,,,Sun Oct 24 03:27:11 EDT 2021,,,,NFT collector looking for some ultra rares.....LFG!!! 🔥🤘🏽,,http://pbs.twimg.com/profile_images/1452174862861041669/4mQMsk6s_bigger.jpg,2001,357,David Batsey,Morocan,,,,0,0,0,0,0
@mysteriousguy68,@mysteriousguy68,<[2021-11-22T19:43:44.638Z]>,User,,,,,,,Fri Jan 29 11:29:01 EST 2021,,,,,,http://pbs.twimg.com/profile_images/1402127251638915072/MuoDGqZh_bigger.jpg,164,141,CRYPTO BOND,,,,,0,0,0,0,0
@lc092k,@lc092k,<[2021-11-22T19:44:07.026Z]>,User,,,,,,,Sun Jul 07 20:01:45 EDT 2019,,,,,,http://pbs.twimg.com/profile_images/1160306484082806784/Sm4NergN_bigger.jpg,556,309,LC092K GIANT VOICE,United States,,,,0,0,0,0,0
@powellz13,@powellz13,<[2021-11-22T19:44:13.603Z]>,User,,,,,,,Sat Oct 31 23:03:09 EDT 2015,,,,,,http://pbs.twimg.com/profile_images/1426680002725269510/JcbcwUA1_bigger.jpg,231,80,JP,,,,,0,0,0,0,0
@jimmywhiteiv1,@jimmywhiteiv1,<[2021-11-22T19:44:16.936Z]>,User,,,,,,,Thu Nov 08 21:05:45 EST 2018,,,,Navy Submarine Veteran trying to show the world that Character Does Matter #ifnotmethenwho,,http://pbs.twimg.com/profile_images/1083849402010226688/m1uiOjmX_bigger.jpg,264,132,Jimmywhiteiv,,,,,0,0,0,0,0
@welovephilly,@welovephilly,<[2021-11-22T19:44:16.936Z]>,User,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
